S.no,Name of the report,Year,Released Month,Link,Tags,AID,SID,SSID,CDN Report Link,Thumbnail Links- New,,
224,Emcure Pharmaceuticals Limited DRHP- Pharma Market Report,2023,dec,,"pharmaceuticals, IPO, DRHP, business analysis,drug industry, market trends, stock offering, business growth",1027,10000,10005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/emcure%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/224.webp,,
225,"Entero Healthcare Solutions Limited DRHP- Medical devices, Equipment, Dressings and Pharma Report",2023,sep,,"healthcare solutions, IPO, DRHP, business analysis,medical services, market trends, stock offering, business growth, bandages",1027,10000,10005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/entero%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/225.webp,,
226,Ethos Limited DRHP- Luxury Watches Market Report,2022,jan,,"luxury retail, IPO, DRHP, business analysis,high-end market, market trends, stock offering, business growth",1027,18000,18006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/ethos%20ltd.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/226.webp,,
227,Flemingo Travel Retail Limited DRHP- Retail Liquor Market Report,2018,feb,,"travel retail, IPO, DRHP, business analysis,duty-free shops, market trends, stock offering, business growth",1027,18000,18005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/FLEMINGO%20TRAVEL%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/227.webp,,
228,Gland Pharma Limited DRHP- Pharma Market Report,2020,jul,,"pharmaceuticals, IPO, DRHP, business analysis,drug industry, market trends, stock offering, business growth",1027,10000,10005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/gland%20pharama.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/228.webp,,
229,Happiest Minds Technologies Limited DRHP- IT Services Report,2020,jun,,"technology, IPO, DRHP, business analysis,tech industry, market trends, stock offering, business growth",1027,17000,20007,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/happiest%20minds%20technologies%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/229.webp,,
230,Hariom Pipe Industries Limited DRHP- Pipes Market Report,2021,sep,,"pipe industry, IPO, DRHP, business analysis,industrial products, market trends, stock offering, business growth",1027,14000,14005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/hariom%20pipe%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/230.webp,,
231,Indigo Paints Limited DRHP- Paints & Fixtures Market Report,2020,nov,,"paint industry, IPO, DRHP, business analysis,coatings market, market trends, stock offering, business growth",1027,14000,14006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/indigo%20paints%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/231.webp,,
232,Likhitha Infrastructure Limited DRHP- OIl & Gas Pipeline Infra Market Report,2020,jan,,"infrastructure, IPO, DRHP, business analysis,construction industry, market trends, stock offering, business growth",1027,14000,14007,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/likhita%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/232.webp,,
233,Mazagon Dock Shipbuilders Limited DRHP- Shipbuilding Market Report,2019,aug,,"shipbuilding, IPO, DRHP, business analysis,marine industry, market trends, stock offering, business growth",1027,14000,14009,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/mazagon%20dock%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/233.webp,,
234,Medplus Health Services Limited DRHP- Pharmacy Retail Chain Market Report,2021,aug,,"health services, IPO, DRHP, business analysis,medical industry, market trends, stock offering, business growth",1027,10000,10006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/medplus%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/234.webp,,
235,Metro Brands Limited DRHP- Footwear & Accessories Market Report,2021,aug,,"retail market, IPO, DRHP, business analysis,footwear industry, market trends, stock offering, business growth",1027,18000,18004,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/metro%20brands.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/235.webp,,
236,Mukesh Trends Lifestyle Limited DRHP- Fabric Manufacturing Market Report,2019,sep,,"lifestyle brands, IPO, DRHP, business analysis,fashion market, market trends, stock offering, business growth",1027,14000,14010,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/mukesh%20trends.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/236.webp,,
237,Patel Retail Limited DRHP- Retail Supermarket Report,2024,mar,,"retail market, business analysis, stock offering, market insights,consumer goods, market trends, business growth, retail strategy",1027,18000,18002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/PATEL%20RETAIL%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/237.webp,,
238,Penna Cement Industries Limited DRHP- Cement Market Report,2021,may,,"cement industry, IPO, DRHP, business analysis,construction materials, market trends, stock offering, business growth",1027,14000,14008,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/penna%20cement%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/238.webp,,
239,Paradeep Phosphates Limited DRHP- Agri Chemicals Report,2021,aug,,"agrochemicals, IPO, DRHP, business analysis,fertilizer market, agricultural chemicals, stock offering, market insights",1027,14000,14001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/pradeep%20phospates.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/239.webp,,
240,"Route Mobile Limited DRHP- Cpaas, Cloud Communications And CRM Report",2019,sep,,"cloud communications, IPO, DRHP, business analysis,CPaaS, CRM systems, market trends, stock offering",1027,20000,20004,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/route%20limited.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/240.webp,,
241,Ruchi Soya Industries Limited DRHP- Edible Oils Market Report,2021,jun,,"food industry, IPO, DRHP, business analysis,edible oils, market trends, stock offering, business growth",1027,18000,18002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/ruchi%20soya%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/241.webp,,
242,Sai Silks (Kalamandir) Limited DRHP- Ethnic Wear & Sarees Report,2022,jul,,"ethnic wear, IPO, DRHP, business analysis,traditional clothing, market trends, stock offering, fashion market",1027,18000,18001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/sai%20silks%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/242.webp,,
243,Tatva Chintan Pharma Chem Limited DRHP- Specialty Chemicals Report,2021,mar,,"specialty chemicals, IPO, DRHP, business analysis,chemical industry, market trends, stock offering, business growth",1027,14000,14001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/tatva%20chintan.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/243.webp,,
244,Tracxn Technologies Limited DRHP- Indian Saas & Venture Capital Report,2021,aug,,"SaaS, IPO, DRHP, business analysis,software as a service, venture capital, market trends, stock offering",1027,20000,20003,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/tracxn%20tech.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/244.webp,,
245,Vedant Fashions Limited DRHP- Ethnic Occasional Wear Report,2021,dec,,"ethnic fashion, IPO, DRHP, business analysis,traditional clothing, market trends, stock offering, fashion market",1027,18000,18001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/vedant%20fashions.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/245.webp,,
246,Zomato Limited DRHP- Foodtech Market Report,2021,apr,,"foodtech, IPO, DRHP, business analysis,online food delivery, market trends, stock offering, restaurant technology",1027,5000,5007,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/DRHP/zomato%20.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/246.webp,,
247,Agriculture and Allied Industries March 2024 Report,2024,,,"agriculture, allied industries, market trends, 2024 report,farming industry, agricultural market, market analysis, industry insights",1028,14000,14012,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Agriculture_and_Allied_Industries_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/247.webp,,
248,Auto Components March 2024 Report,2024,,,"auto components, market trends, 2024 report, automotive industry,car parts, automotive market, industry analysis, market insights",1028,24000,24002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Auto_Components_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/248.webp,,
249,Automobile March 2024 Report,2024,,,"automobile industry, market trends, 2024 report, automotive market,car industry, automotive trends, market analysis, industry insights",1028,24000,24001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Automobile_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/249.webp,,
250,Aviation March 2024 Report,2024,,,"aviation industry, market trends, 2024 report, airline market,aerospace industry, air travel, market analysis, industry insights",1028,25000,25006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Aviation_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/250.webp,,
251,AYUSH March 2024 Report,2024,,,"AYUSH, alternative medicine, market trends, 2024 report,traditional medicine, health trends, market analysis, wellness industry",1028,10000,10008,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/AYUSH_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/251.webp,,
252,Banking March 2024 Report,2024,,,"banking industry, market trends, 2024 report, financial services,banking trends, financial market, industry analysis, market insights",1028,9000,9007,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Banking-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/252.webp,,
253,Biotechnology March 2024 Report,2024,,,"biotechnology, market trends, 2024 report, biotech industry,biotech innovation, market analysis, industry trends, life sciences",1028,32000,32002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Biotechnology_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/253.webp,,
254,Cement March 2024 Report,2024,,,"cement industry, market trends, 2024 report, construction materials,building materials, market analysis, industry insights, cement market",1028,14000,14008,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Cement_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/254.webp,,
255,Chemicals March 2024 Report,2024,,,"chemical industry, market trends, 2024 report, chemicals market,industrial chemicals, market analysis, industry insights, chemical trends",1028,14000,14001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Chemicals_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/255.webp,,
256,Consumer Durables March 2024 Report,2024,,,"consumer durables, market trends, 2024 report, durable goods,home appliances, market analysis, industry trends, consumer market",1028,18000,18002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Consumer_Durables_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/256.webp,,
257,Defence Manufacturing March 2024 Report,2024,,,"defense manufacturing, market trends, 2024 report, defense industry,military equipment, market analysis, industry insights, defense technology",1028,31000,31001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Defence_Manufacturing_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/257.webp,,
258,ECommerce March 2024 Report,2024,,,"ecommerce, market trends, 2024 report, online retail,digital commerce, online shopping, market analysis, industry insights",1028,5000,5006,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/E-Commerce_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/258.webp,,
259,Education And Training March 2024 Report,2024,,,"education industry, training market, 2024 report, education trends,learning and development, market analysis, industry insights, education sector",1028,29000,29001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Education_And_Training_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/259.webp,,
260,Electric Vehicle March 2024 Report,2024,,,"electric vehicles, market trends, 2024 report, EV market,green vehicles, automotive industry, market analysis, industry insights",1028,8000,8002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Electric-Vehicle-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/260.webp,,
261,Engineering and Capital Goods Report,2024,,,"engineering industry, capital goods, market trends, 2024 report,industrial equipment, market analysis, industry insights, manufacturing",1028,14000,14014,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Engineering-and-Capital-Goods.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/261.webp,,
262,ESDM March 2024 Report,2024,,,"ESDM, electronic system design, manufacturing, market trends,electronics industry, market analysis, industry insights, tech manufacturing",1028,14000,14013,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/ESDM_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/262.webp,,
263,Financial Services March 2024 Report,2024,,,"financial services, market trends, 2024 report, finance industry,banking, investment, market analysis, industry insights, financial market",1028,9000,9007,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Financial-Services-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/263.webp,,
264,FMCG March 2024 Report,2024,,,"FMCG, market trends, 2024 report, consumer goods,fast-moving consumer goods, market analysis, industry insights, retail market",1028,18000,18002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/FMCG_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/264.webp,,
265,Food processing March 2024 Report,2024,,,"food processing, market trends, 2024 report, food industry,food production, market analysis, industry insights, food manufacturing",1028,14000,14012,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Food-processing-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/265.webp,,
266,Gems and Jewellery March 2024 Report,2024,,,"gems, jewellery, market trends, 2024 report, luxury goods,precious stones, market analysis, industry insights, jewelry market",1028,23000,23002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Gems_and_Jewellery_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/266.webp,,
267,Healthcare March 2024 Report,2024,,,"healthcare industry, market trends, 2024 report, health services,medical industry, market analysis, industry insights, healthcare trends",1028,10000,10005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Healthcare_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/267.webp,,
268,Infrastructure March 2024 Report,2024,,,"infrastructure, market trends, 2024 report, construction industry,public works, market analysis, industry insights, infrastructure projects",1028,25000,25001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Infrastructure-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/268.webp,,
269,Insurance March 2024 Report,2024,,,"insurance industry, market trends, 2024 report, financial services,insurance market, market analysis, industry insights, risk management",1028,16000,16002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Insurance-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/269.webp,,
270,IT and BPM March 2024 Report,2024,,,"IT industry, BPM, market trends, 2024 report, tech industry,information technology, business process management, market analysis",1028,20000,20007,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/IT-and-BPM-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/270.webp,,
271,Manufacturing March 2024 Report,2024,,,"manufacturing industry, market trends, 2024 report, industrial market,production industry, market analysis, industry insights, manufacturing trends",1028,14000,14011,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Manufacturing-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/271.webp,,
272,Media and Entertainment March 2024 Report,2024,,,"media industry, entertainment market, 2024 report, industry trends,digital media, entertainment trends, market analysis, industry insights",1028,19000,19004,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Media_and_Entertainment_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/272.webp,,
273,Medical Devices March 2024 Report,2024,,,"medical devices, market trends, 2024 report, healthcare technology,medical technology, market analysis, industry insights, health devices",1028,10000,10007,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Medical_Devices_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/273.webp,,
274,Metals and Mining March 2024 Report,2024,,,"metals industry, mining market, 2024 report, industrial metals,mineral extraction, market analysis, industry insights, mining trends",1028,26000,26002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Metals_and_Mining_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/274.webp,,
275,MSME March 2024 Report,2024,,,"MSMEs, market trends, 2024 report, small and medium enterprises,business growth, market analysis, industry insights, SME sector",1028,33000,33001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/MSME_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/275.webp,,
276,Oil and Gas March 2024 Report,2024,,,"oil industry, gas market, 2024 report, energy sector,petroleum industry, market analysis, industry insights, energy trends",1028,14000,14007,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Oil_and_Gas_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/276.webp,,
277,Paper and Packaging March 2024 Report,2024,,,"paper industry, packaging market, 2024 report, materials industry,packaging trends, market analysis, industry insights, paper market",1028,14000,14003,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Paper-and-Packaging-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/277.webp,,
278,Pharmaceuticals March 2024 Report,2024,,,"pharmaceutical industry, market trends, 2024 report, drug market,healthcare industry, market analysis, industry insights, pharma trends",1028,10000,10005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Pharmaceuticals_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/278.webp,,
279,Ports March 2024 Report,2024,,,"port industry, market trends, 2024 report, maritime industry,shipping industry, market analysis, industry insights, port trends",1028,25000,25002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Ports-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/279.webp,,
280,Power March 2024 Report,2024,,,"power industry, market trends, 2024 report, energy sector,electricity market, market analysis, industry insights, power generation",1028,25000,25003,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Power_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/280.webp,,
281,Railways March 2024 Report,2024,,,"railway industry, market trends, 2024 report, transportation sector,train industry, market analysis, industry insights, railway trends",1028,25000,25005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Railways_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/281.webp,,
282,Real Estate March 2024 Report,2024,,,"real estate industry, market trends, 2024 report, property market,housing market, market analysis, industry insights, real estate trends",1028,27000,27001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Real-Estate-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/282.webp,,
283,Renewable Energy March 2024 Report,2024,,,"renewable energy, market trends, 2024 report, green energy,sustainable energy, market analysis, industry insights, clean energy",1028,25000,25004,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Renewable-Energy-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/283.webp,,
284,Retail March 2024 Report,2024,,,"retail industry, market trends, 2024 report, consumer market,shopping trends, market analysis, industry insights, retail market",1028,18000,18005,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Retail-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/284.webp,,
285,Roads March 2024 Report,2024,,,"road infrastructure, market trends, 2024 report, construction industry,public works, market analysis, industry insights, road construction",1028,25000,25001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Roads_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/285.webp,,
286,Science and Technology March 2024 Report,2024,,,"science industry, technology market, 2024 report, tech trends,scientific research, market analysis, industry insights, tech innovations",1028,32000,32001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Science-and-Technology-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/286.webp,,
287,Services March 2024 Report,2024,,,"service industry, market trends, 2024 report, service sector,business services, market analysis, industry insights, service trends",1028,33000,33002,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Services_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/287.webp,,
288,Steel March 2024 Report,2024,,,"steel industry, market trends, 2024 report, metal market,metal industry, market analysis, industry insights, steel trends",1028,26000,26001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Steel-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/288.webp,,
289,Telecommunications March 2024 Report,2024,,,"telecom industry, market trends, 2024 report, communication sector,mobile industry, market analysis, industry insights, telecom trends",1028,30000,30001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Telecommunications_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/289.webp,,
290,Textiles and Apparel March 2024 Report,2024,,,"textile industry, apparel market, 2024 report, fashion trends,clothing industry, market analysis, industry insights, textile trends",1028,14000,14010,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Textiles-and-Apparel-March-2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/290.webp,,
291,Decoding Omnichannel: Strategies for D2C Brands,2024,,,"omnichannel strategies, D2C brands, ecommerce, retail strategy, direct-to-consumer, multichannel retail, sales strategy, online retail, d2c, direct to consumer
",1003,5000,5009,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Redseer/Decoding%20Omnichannel-%20Strategies%20for%20D2C%20Brands.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/291.webp,,
292,Indus Valley Annual Report 2024,2024,,,"annual report, Indus Valley, business performance, market insights, yearly report, financial performance, market analysis, company overview
",1012,5000,5004,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/BlumeVentures/Indus%20Valley%20Report%202024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/292.webp,,
293,Gaming Bluprint,2024,,,"gaming industry, game development, market trends, industry analysis , video games, game market, gaming trends, game industry report
",1012,5000,5001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/BlumeVentures/Gaming%20Bluprint.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/293.webp,,
294,Digitizing Make in India Report 2024,2024,,,"manufacturing industry, market trends, 2024 report, industrial market,production industry, market analysis, industry insights, manufacturing trends, make in india, industrial, ximkart, captain fresh",1018,14000,14011,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/Matrix/Matrix%20Partners-%20Digitizing%20Make%20in%20India%20Report%20Report.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/294.webp,,
295,Tourism and Hospitality March 2024 Report,2024,,,"tourism industry, hospitality market, 2024 report, travel trends,hotel industry, market analysis, industry insights, tourism trends",1028,28000,28001,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/Reports/IBEF/Tourism_and_Hospitality_March_2024.pdf,https://vc-thumbnails.blr1.cdn.digitaloceanspaces.com/thumbnails/295.webp,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
